"","highExpGenes"
"ENSG00000065526",TRUE
"ENSG00000065534",TRUE
"ENSG00000065548",TRUE
"ENSG00000065559",TRUE
"ENSG00000065600",TRUE
"ENSG00000065609",FALSE
"ENSG00000065613",TRUE
"ENSG00000065615",TRUE
"ENSG00000065618",TRUE
"ENSG00000065621",TRUE
"ENSG00000065665",TRUE
"ENSG00000065675",TRUE
"ENSG00000065717",TRUE
"ENSG00000065802",TRUE
"ENSG00000065809",TRUE
"ENSG00000065833",TRUE
"ENSG00000065882",TRUE
"ENSG00000065883",TRUE
"ENSG00000065911",TRUE
"ENSG00000065923",TRUE
"ENSG00000065970",TRUE
"ENSG00000065978",TRUE
"ENSG00000065989",TRUE
"ENSG00000066027",TRUE
"ENSG00000066032",FALSE
"ENSG00000066044",TRUE
"ENSG00000066056",TRUE
"ENSG00000066084",TRUE
"ENSG00000066117",TRUE
"ENSG00000066135",TRUE
"ENSG00000066136",TRUE
"ENSG00000066185",TRUE
"ENSG00000066230",FALSE
"ENSG00000066248",TRUE
"ENSG00000066279",TRUE
"ENSG00000066294",TRUE
"ENSG00000066322",TRUE
"ENSG00000066336",TRUE
"ENSG00000066379",TRUE
"ENSG00000066382",TRUE
"ENSG00000066405",FALSE
"ENSG00000066422",TRUE
"ENSG00000066427",TRUE
"ENSG00000066455",TRUE
"ENSG00000066468",TRUE
"ENSG00000066557",TRUE
"ENSG00000066583",TRUE
"ENSG00000066629",TRUE
"ENSG00000066651",TRUE
"ENSG00000066654",TRUE
"ENSG00000066697",TRUE
"ENSG00000066735",TRUE
"ENSG00000066739",TRUE
"ENSG00000066777",TRUE
"ENSG00000066813",FALSE
"ENSG00000066827",TRUE
"ENSG00000066855",TRUE
"ENSG00000066923",TRUE
"ENSG00000066926",TRUE
"ENSG00000066933",TRUE
"ENSG00000067048",FALSE
"ENSG00000067057",TRUE
"ENSG00000067064",TRUE
"ENSG00000067066",TRUE
"ENSG00000067082",TRUE
"ENSG00000067113",TRUE
"ENSG00000067141",TRUE
"ENSG00000067167",TRUE
"ENSG00000067177",TRUE
"ENSG00000067182",TRUE
"ENSG00000067191",TRUE
"ENSG00000067208",TRUE
"ENSG00000067221",TRUE
"ENSG00000067225",TRUE
"ENSG00000067248",TRUE
"ENSG00000067334",TRUE
"ENSG00000067365",TRUE
"ENSG00000067369",TRUE
"ENSG00000067445",TRUE
"ENSG00000067533",TRUE
"ENSG00000067560",TRUE
"ENSG00000067596",TRUE
"ENSG00000067601",TRUE
"ENSG00000067606",TRUE
"ENSG00000067646",FALSE
"ENSG00000067704",TRUE
"ENSG00000067715",TRUE
"ENSG00000067798",TRUE
"ENSG00000067829",TRUE
"ENSG00000067836",TRUE
"ENSG00000067840",TRUE
"ENSG00000067842",FALSE
"ENSG00000067900",TRUE
"ENSG00000067955",TRUE
"ENSG00000067992",TRUE
"ENSG00000068001",TRUE
"ENSG00000068024",TRUE
"ENSG00000068028",TRUE
"ENSG00000068078",TRUE
"ENSG00000068079",TRUE
"ENSG00000068097",TRUE
"ENSG00000068120",TRUE
"ENSG00000068137",TRUE
"ENSG00000068305",TRUE
"ENSG00000068308",TRUE
"ENSG00000068323",TRUE
"ENSG00000068354",TRUE
"ENSG00000068366",TRUE
"ENSG00000068383",TRUE
"ENSG00000068394",TRUE
"ENSG00000068400",TRUE
"ENSG00000068438",TRUE
"ENSG00000068489",TRUE
"ENSG00000068615",TRUE
"ENSG00000068650",TRUE
"ENSG00000068654",TRUE
"ENSG00000068697",TRUE
"ENSG00000068724",TRUE
"ENSG00000068745",TRUE
"ENSG00000068781",FALSE
"ENSG00000068784",TRUE
"ENSG00000068796",TRUE
"ENSG00000068831",TRUE
"ENSG00000068878",TRUE
"ENSG00000068885",TRUE
"ENSG00000068903",TRUE
"ENSG00000068912",TRUE
"ENSG00000068971",TRUE
"ENSG00000068976",TRUE
"ENSG00000068985",FALSE
"ENSG00000069011",TRUE
"ENSG00000069018",FALSE
"ENSG00000069020",TRUE
"ENSG00000069122",TRUE
"ENSG00000069188",TRUE
"ENSG00000069206",FALSE
"ENSG00000069248",TRUE
"ENSG00000069275",TRUE
"ENSG00000069329",TRUE
"ENSG00000069345",TRUE
"ENSG00000069399",TRUE
"ENSG00000069424",TRUE
"ENSG00000069431",TRUE
"ENSG00000069482",TRUE
"ENSG00000069493",TRUE
"ENSG00000069509",TRUE
"ENSG00000069535",TRUE
"ENSG00000069667",TRUE
"ENSG00000069696",TRUE
"ENSG00000069702",TRUE
"ENSG00000069712",TRUE
"ENSG00000069764",TRUE
"ENSG00000069812",TRUE
"ENSG00000069849",TRUE
"ENSG00000069869",TRUE
"ENSG00000069943",TRUE
"ENSG00000069956",TRUE
"ENSG00000069966",TRUE
"ENSG00000069974",TRUE
"ENSG00000069998",TRUE
"ENSG00000070010",TRUE
"ENSG00000070018",TRUE
"ENSG00000070019",FALSE
"ENSG00000070031",FALSE
"ENSG00000070047",TRUE
"ENSG00000070061",TRUE
"ENSG00000070081",TRUE
"ENSG00000070087",TRUE
"ENSG00000070159",TRUE
"ENSG00000070182",TRUE
"ENSG00000070190",TRUE
"ENSG00000070193",TRUE
"ENSG00000070214",TRUE
"ENSG00000070269",TRUE
"ENSG00000070366",TRUE
"ENSG00000070367",TRUE
"ENSG00000070371",TRUE
"ENSG00000070388",FALSE
"ENSG00000070404",TRUE
"ENSG00000070413",TRUE
"ENSG00000070423",TRUE
"ENSG00000070444",TRUE
"ENSG00000070476",TRUE
"ENSG00000070495",TRUE
"ENSG00000070501",TRUE
"ENSG00000070526",TRUE
"ENSG00000070540",TRUE
"ENSG00000070601",TRUE
"ENSG00000070610",TRUE
"ENSG00000070614",TRUE
"ENSG00000070669",TRUE
"ENSG00000070718",TRUE
"ENSG00000070729",FALSE
"ENSG00000070731",TRUE
"ENSG00000070748",FALSE
"ENSG00000070756",TRUE
"ENSG00000070759",TRUE
"ENSG00000070761",TRUE
"ENSG00000070770",TRUE
"ENSG00000070778",TRUE
"ENSG00000070785",TRUE
"ENSG00000070808",FALSE
"ENSG00000070814",TRUE
"ENSG00000070831",TRUE
"ENSG00000070882",TRUE
"ENSG00000070886",TRUE
"ENSG00000070915",FALSE
"ENSG00000070950",TRUE
"ENSG00000070961",TRUE
"ENSG00000070985",FALSE
"ENSG00000071051",TRUE
"ENSG00000071054",TRUE
"ENSG00000071073",TRUE
"ENSG00000071082",TRUE
"ENSG00000071127",TRUE
"ENSG00000071189",TRUE
"ENSG00000071203",FALSE
"ENSG00000071205",TRUE
"ENSG00000071242",TRUE
"ENSG00000071243",TRUE
"ENSG00000071246",TRUE
"ENSG00000071282",TRUE
"ENSG00000071462",TRUE
"ENSG00000071537",TRUE
"ENSG00000071539",TRUE
"ENSG00000071553",TRUE
"ENSG00000071564",TRUE
"ENSG00000071575",TRUE
"ENSG00000071626",TRUE
"ENSG00000071655",TRUE
"ENSG00000071677",FALSE
"ENSG00000071794",TRUE
"ENSG00000071859",TRUE
"ENSG00000071889",TRUE
"ENSG00000071894",TRUE
"ENSG00000071909",TRUE
"ENSG00000071967",TRUE
"ENSG00000071991",TRUE
"ENSG00000071994",TRUE
"ENSG00000072041",FALSE
"ENSG00000072042",TRUE
"ENSG00000072062",TRUE
"ENSG00000072071",TRUE
"ENSG00000072080",FALSE
"ENSG00000072110",TRUE
"ENSG00000072121",TRUE
"ENSG00000072133",TRUE
"ENSG00000072134",TRUE
"ENSG00000072135",TRUE
"ENSG00000072163",TRUE
"ENSG00000072182",FALSE
"ENSG00000072195",TRUE
"ENSG00000072201",TRUE
"ENSG00000072210",TRUE
"ENSG00000072274",TRUE
"ENSG00000072310",TRUE
"ENSG00000072315",FALSE
"ENSG00000072364",TRUE
"ENSG00000072401",TRUE
"ENSG00000072415",TRUE
"ENSG00000072422",TRUE
"ENSG00000072501",TRUE
"ENSG00000072506",TRUE
"ENSG00000072518",TRUE
"ENSG00000072571",TRUE
"ENSG00000072609",TRUE
"ENSG00000072657",TRUE
"ENSG00000072682",TRUE
"ENSG00000072694",TRUE
"ENSG00000072736",TRUE
"ENSG00000072756",TRUE
"ENSG00000072778",TRUE
"ENSG00000072786",TRUE
"ENSG00000072803",TRUE
"ENSG00000072818",TRUE
"ENSG00000072832",TRUE
"ENSG00000072840",TRUE
"ENSG00000072849",TRUE
"ENSG00000072858",TRUE
"ENSG00000072864",TRUE
"ENSG00000072952",TRUE
"ENSG00000072954",TRUE
"ENSG00000072958",TRUE
"ENSG00000073008",TRUE
"ENSG00000073050",TRUE
"ENSG00000073060",TRUE
"ENSG00000073067",FALSE
"ENSG00000073111",TRUE
"ENSG00000073146",FALSE
"ENSG00000073150",TRUE
"ENSG00000073169",TRUE
"ENSG00000073282",TRUE
"ENSG00000073331",TRUE
"ENSG00000073350",TRUE
"ENSG00000073417",TRUE
"ENSG00000073464",TRUE
"ENSG00000073536",TRUE
"ENSG00000073578",TRUE
"ENSG00000073584",TRUE
"ENSG00000073598",FALSE
"ENSG00000073605",TRUE
"ENSG00000073614",TRUE
"ENSG00000073670",TRUE
"ENSG00000073711",TRUE
"ENSG00000073712",TRUE
"ENSG00000073734",FALSE
"ENSG00000073737",TRUE
"ENSG00000073754",FALSE
"ENSG00000073756",TRUE
"ENSG00000073792",TRUE
"ENSG00000073803",TRUE
"ENSG00000073849",TRUE
"ENSG00000073861",TRUE
"ENSG00000073905",FALSE
"ENSG00000073910",TRUE
"ENSG00000073921",TRUE
"ENSG00000073969",TRUE
"ENSG00000074047",TRUE
"ENSG00000074054",TRUE
"ENSG00000074071",TRUE
"ENSG00000074181",TRUE
"ENSG00000074201",TRUE
"ENSG00000074211",TRUE
"ENSG00000074219",TRUE
"ENSG00000074266",TRUE
"ENSG00000074276",FALSE
"ENSG00000074317",FALSE
"ENSG00000074319",TRUE
"ENSG00000074356",TRUE
"ENSG00000074370",TRUE
"ENSG00000074410",TRUE
"ENSG00000074416",TRUE
"ENSG00000074527",TRUE
"ENSG00000074582",TRUE
"ENSG00000074590",TRUE
"ENSG00000074603",TRUE
"ENSG00000074621",TRUE
"ENSG00000074657",TRUE
"ENSG00000074660",TRUE
"ENSG00000074695",TRUE
"ENSG00000074696",TRUE
"ENSG00000074706",TRUE
"ENSG00000074755",TRUE
"ENSG00000074771",FALSE
"ENSG00000074800",TRUE
"ENSG00000074803",FALSE
"ENSG00000074842",TRUE
"ENSG00000074855",TRUE
"ENSG00000074935",TRUE
"ENSG00000074964",TRUE
"ENSG00000074966",TRUE
"ENSG00000075035",TRUE
"ENSG00000075043",FALSE
"ENSG00000075073",TRUE
"ENSG00000075089",TRUE
"ENSG00000075131",TRUE
"ENSG00000075142",TRUE
"ENSG00000075151",TRUE
"ENSG00000075188",TRUE
"ENSG00000075213",TRUE
"ENSG00000075218",TRUE
"ENSG00000075223",TRUE
"ENSG00000075234",TRUE
"ENSG00000075239",TRUE
"ENSG00000075240",TRUE
"ENSG00000075275",TRUE
"ENSG00000075290",FALSE
"ENSG00000075292",TRUE
"ENSG00000075303",TRUE
"ENSG00000075336",TRUE
"ENSG00000075340",TRUE
"ENSG00000075388",FALSE
"ENSG00000075391",TRUE
"ENSG00000075399",TRUE
"ENSG00000075407",TRUE
"ENSG00000075413",TRUE
"ENSG00000075415",TRUE
"ENSG00000075420",TRUE
"ENSG00000075426",TRUE
"ENSG00000075429",FALSE
"ENSG00000075461",TRUE
"ENSG00000075539",TRUE
"ENSG00000075568",TRUE
"ENSG00000075618",TRUE
"ENSG00000075624",TRUE
"ENSG00000075643",TRUE
"ENSG00000075651",TRUE
"ENSG00000075673",FALSE
"ENSG00000075702",TRUE
"ENSG00000075711",TRUE
"ENSG00000075785",TRUE
"ENSG00000075790",TRUE
"ENSG00000075826",TRUE
"ENSG00000075856",TRUE
"ENSG00000075884",TRUE
"ENSG00000075886",TRUE
"ENSG00000075891",TRUE
"ENSG00000075914",TRUE
"ENSG00000075945",TRUE
"ENSG00000075975",TRUE
"ENSG00000076003",TRUE
"ENSG00000076043",TRUE
"ENSG00000076053",TRUE
"ENSG00000076067",TRUE
"ENSG00000076108",TRUE
"ENSG00000076201",TRUE
"ENSG00000076242",TRUE
"ENSG00000076248",TRUE
"ENSG00000076258",TRUE
"ENSG00000076321",TRUE
"ENSG00000076344",TRUE
"ENSG00000076351",TRUE
"ENSG00000076356",TRUE
"ENSG00000076382",TRUE
"ENSG00000076513",TRUE
"ENSG00000076554",TRUE
"ENSG00000076555",TRUE
"ENSG00000076604",TRUE
"ENSG00000076641",TRUE
"ENSG00000076650",TRUE
"ENSG00000076662",TRUE
"ENSG00000076685",TRUE
"ENSG00000076706",TRUE
"ENSG00000076716",TRUE
"ENSG00000076770",TRUE
"ENSG00000076826",TRUE
"ENSG00000076864",TRUE
"ENSG00000076924",TRUE
"ENSG00000076928",TRUE
"ENSG00000076944",TRUE
"ENSG00000076984",TRUE
"ENSG00000077009",FALSE
"ENSG00000077044",TRUE
"ENSG00000077063",TRUE
"ENSG00000077080",FALSE
"ENSG00000077092",TRUE
"ENSG00000077097",TRUE
"ENSG00000077147",TRUE
"ENSG00000077150",TRUE
"ENSG00000077152",TRUE
"ENSG00000077157",TRUE
"ENSG00000077232",TRUE
"ENSG00000077235",TRUE
"ENSG00000077238",TRUE
"ENSG00000077254",TRUE
"ENSG00000077264",TRUE
"ENSG00000077274",TRUE
"ENSG00000077279",TRUE
"ENSG00000077312",TRUE
"ENSG00000077327",TRUE
"ENSG00000077348",TRUE
"ENSG00000077380",TRUE
"ENSG00000077420",TRUE
"ENSG00000077454",TRUE
"ENSG00000077458",TRUE
"ENSG00000077463",TRUE
"ENSG00000077498",FALSE
"ENSG00000077514",TRUE
"ENSG00000077522",TRUE
"ENSG00000077549",TRUE
"ENSG00000077585",TRUE
"ENSG00000077616",TRUE
"ENSG00000077684",TRUE
"ENSG00000077713",TRUE
"ENSG00000077721",TRUE
"ENSG00000077782",TRUE
"ENSG00000077800",FALSE
"ENSG00000077935",FALSE
"ENSG00000077942",TRUE
"ENSG00000077943",TRUE
"ENSG00000077984",TRUE
"ENSG00000078018",TRUE
"ENSG00000078043",TRUE
"ENSG00000078053",TRUE
"ENSG00000078061",TRUE
"ENSG00000078070",TRUE
"ENSG00000078081",TRUE
"ENSG00000078098",TRUE
"ENSG00000078114",TRUE
"ENSG00000078124",TRUE
"ENSG00000078140",TRUE
"ENSG00000078142",TRUE
"ENSG00000078177",TRUE
"ENSG00000078237",TRUE
"ENSG00000078246",TRUE
"ENSG00000078269",TRUE
"ENSG00000078295",TRUE
"ENSG00000078304",TRUE
"ENSG00000078319",TRUE
"ENSG00000078328",FALSE
"ENSG00000078369",TRUE
"ENSG00000078399",TRUE
"ENSG00000078401",TRUE
"ENSG00000078403",TRUE
"ENSG00000078487",TRUE
"ENSG00000078549",TRUE
"ENSG00000078579",FALSE
"ENSG00000078589",TRUE
"ENSG00000078596",TRUE
"ENSG00000078618",TRUE
"ENSG00000078668",TRUE
"ENSG00000078674",TRUE
"ENSG00000078687",TRUE
"ENSG00000078699",TRUE
"ENSG00000078725",TRUE
"ENSG00000078747",TRUE
"ENSG00000078795",FALSE
"ENSG00000078804",TRUE
"ENSG00000078808",TRUE
"ENSG00000078814",TRUE
"ENSG00000078898",TRUE
"ENSG00000078900",TRUE
"ENSG00000078902",TRUE
"ENSG00000078967",TRUE
"ENSG00000079101",TRUE
"ENSG00000079102",TRUE
"ENSG00000079112",FALSE
"ENSG00000079134",TRUE
"ENSG00000079150",TRUE
"ENSG00000079156",TRUE
"ENSG00000079215",TRUE
"ENSG00000079246",TRUE
"ENSG00000079257",TRUE
"ENSG00000079263",TRUE
"ENSG00000079277",TRUE
"ENSG00000079308",TRUE
"ENSG00000079313",TRUE
"ENSG00000079332",TRUE
"ENSG00000079335",TRUE
"ENSG00000079337",TRUE
"ENSG00000079385",TRUE
"ENSG00000079387",TRUE
"ENSG00000079393",FALSE
"ENSG00000079432",TRUE
"ENSG00000079435",TRUE
"ENSG00000079459",TRUE
"ENSG00000079462",TRUE
"ENSG00000079482",TRUE
"ENSG00000079557",FALSE
"ENSG00000079616",TRUE
"ENSG00000079689",TRUE
"ENSG00000079691",TRUE
"ENSG00000079739",TRUE
"ENSG00000079785",TRUE
"ENSG00000079805",TRUE
"ENSG00000079819",TRUE
"ENSG00000079841",TRUE
"ENSG00000079931",TRUE
"ENSG00000079950",TRUE
"ENSG00000079974",TRUE
"ENSG00000079999",TRUE
"ENSG00000080007",TRUE
"ENSG00000080031",TRUE
"ENSG00000080166",FALSE
"ENSG00000080189",TRUE
"ENSG00000080200",TRUE
"ENSG00000080224",FALSE
"ENSG00000080293",FALSE
"ENSG00000080298",TRUE
"ENSG00000080345",TRUE
"ENSG00000080371",TRUE
"ENSG00000080493",TRUE
"ENSG00000080503",TRUE
"ENSG00000080511",FALSE
"ENSG00000080546",TRUE
"ENSG00000080561",TRUE
"ENSG00000080572",FALSE
"ENSG00000080573",TRUE
"ENSG00000080603",TRUE
"ENSG00000080608",TRUE
"ENSG00000080618",FALSE
"ENSG00000080644",FALSE
"ENSG00000080709",TRUE
"ENSG00000080802",TRUE
"ENSG00000080815",TRUE
"ENSG00000080819",TRUE
"ENSG00000080822",TRUE
"ENSG00000080823",TRUE
"ENSG00000080824",TRUE
"ENSG00000080839",TRUE
"ENSG00000080845",TRUE
"ENSG00000080854",TRUE
"ENSG00000080910",FALSE
"ENSG00000080947",TRUE
"ENSG00000080986",TRUE
"ENSG00000081014",TRUE
"ENSG00000081019",TRUE
"ENSG00000081026",TRUE
"ENSG00000081041",TRUE
"ENSG00000081051",TRUE
"ENSG00000081052",TRUE
"ENSG00000081059",TRUE
"ENSG00000081087",TRUE
"ENSG00000081138",TRUE
"ENSG00000081148",FALSE
"ENSG00000081154",TRUE
"ENSG00000081177",TRUE
"ENSG00000081181",TRUE
"ENSG00000081189",TRUE
"ENSG00000081237",TRUE
"ENSG00000081248",FALSE
"ENSG00000081277",TRUE
"ENSG00000081307",TRUE
"ENSG00000081320",TRUE
"ENSG00000081377",TRUE
"ENSG00000081386",TRUE
"ENSG00000081479",TRUE
"ENSG00000081665",TRUE
"ENSG00000081692",TRUE
"ENSG00000081721",TRUE
"ENSG00000081760",TRUE
"ENSG00000081791",TRUE
"ENSG00000081800",FALSE
"ENSG00000081803",TRUE
"ENSG00000081818",TRUE
"ENSG00000081842",TRUE
"ENSG00000081853",TRUE
"ENSG00000081870",TRUE
"ENSG00000081913",TRUE
"ENSG00000081923",TRUE
"ENSG00000081985",TRUE
"ENSG00000082014",TRUE
"ENSG00000082068",TRUE
"ENSG00000082074",TRUE
"ENSG00000082126",FALSE
"ENSG00000082146",TRUE
"ENSG00000082153",TRUE
"ENSG00000082175",TRUE
"ENSG00000082196",TRUE
"ENSG00000082212",TRUE
"ENSG00000082213",TRUE
"ENSG00000082258",TRUE
"ENSG00000082269",TRUE
"ENSG00000082293",FALSE
"ENSG00000082397",TRUE
"ENSG00000082438",TRUE
"ENSG00000082458",TRUE
"ENSG00000082482",TRUE
"ENSG00000082497",TRUE
"ENSG00000082512",TRUE
"ENSG00000082515",TRUE
"ENSG00000082516",TRUE
"ENSG00000082556",FALSE
"ENSG00000082641",TRUE
"ENSG00000082684",TRUE
"ENSG00000082701",TRUE
"ENSG00000082781",TRUE
"ENSG00000082805",TRUE
"ENSG00000082898",TRUE
"ENSG00000082929",FALSE
"ENSG00000082996",TRUE
"ENSG00000083067",FALSE
"ENSG00000083093",TRUE
"ENSG00000083097",TRUE
"ENSG00000083099",TRUE
"ENSG00000083123",TRUE
"ENSG00000083168",TRUE
"ENSG00000083223",TRUE
"ENSG00000083290",TRUE
"ENSG00000083307",TRUE
"ENSG00000083312",TRUE
"ENSG00000083444",TRUE
"ENSG00000083454",TRUE
"ENSG00000083457",TRUE
"ENSG00000083520",TRUE
"ENSG00000083535",TRUE
"ENSG00000083544",TRUE
"ENSG00000083622",FALSE
"ENSG00000083635",TRUE
"ENSG00000083642",TRUE
"ENSG00000083720",TRUE
"ENSG00000083750",TRUE
"ENSG00000083782",TRUE
"ENSG00000083799",TRUE
"ENSG00000083807",TRUE
"ENSG00000083812",TRUE
"ENSG00000083814",TRUE
"ENSG00000083817",TRUE
"ENSG00000083828",TRUE
"ENSG00000083838",TRUE
"ENSG00000083844",TRUE
"ENSG00000083845",TRUE
"ENSG00000083857",TRUE
"ENSG00000083896",TRUE
"ENSG00000083937",TRUE
"ENSG00000084070",TRUE
"ENSG00000084072",TRUE
"ENSG00000084073",TRUE
"ENSG00000084090",TRUE
"ENSG00000084092",TRUE
"ENSG00000084093",TRUE
"ENSG00000084110",FALSE
"ENSG00000084112",TRUE
"ENSG00000084207",TRUE
"ENSG00000084234",TRUE
"ENSG00000084444",TRUE
"ENSG00000084453",FALSE
"ENSG00000084463",TRUE
"ENSG00000084623",TRUE
"ENSG00000084628",TRUE
"ENSG00000084636",TRUE
"ENSG00000084652",TRUE
"ENSG00000084674",TRUE
"ENSG00000084676",TRUE
"ENSG00000084693",TRUE
"ENSG00000084710",TRUE
"ENSG00000084731",TRUE
"ENSG00000084733",TRUE
"ENSG00000084734",FALSE
"ENSG00000084754",TRUE
"ENSG00000084764",TRUE
"ENSG00000084774",TRUE
"ENSG00000085063",TRUE
"ENSG00000085117",TRUE
"ENSG00000085185",TRUE
"ENSG00000085224",TRUE
"ENSG00000085231",TRUE
"ENSG00000085265",TRUE
"ENSG00000085274",TRUE
"ENSG00000085276",TRUE
"ENSG00000085365",TRUE
"ENSG00000085377",TRUE
"ENSG00000085382",TRUE
"ENSG00000085415",TRUE
"ENSG00000085433",TRUE
"ENSG00000085449",TRUE
"ENSG00000085465",TRUE
"ENSG00000085491",TRUE
"ENSG00000085511",TRUE
"ENSG00000085514",TRUE
"ENSG00000085552",TRUE
"ENSG00000085563",TRUE
"ENSG00000085644",TRUE
"ENSG00000085662",TRUE
"ENSG00000085719",TRUE
"ENSG00000085721",TRUE
"ENSG00000085733",TRUE
"ENSG00000085741",TRUE
"ENSG00000085760",TRUE
"ENSG00000085788",TRUE
"ENSG00000085831",TRUE
"ENSG00000085832",TRUE
"ENSG00000085840",TRUE
"ENSG00000085871",TRUE
"ENSG00000085872",TRUE
"ENSG00000085978",TRUE
"ENSG00000085982",TRUE
"ENSG00000085998",TRUE
"ENSG00000085999",TRUE
"ENSG00000086015",TRUE
"ENSG00000086061",TRUE
"ENSG00000086062",TRUE
"ENSG00000086065",TRUE
"ENSG00000086102",TRUE
"ENSG00000086159",FALSE
"ENSG00000086189",TRUE
"ENSG00000086200",TRUE
"ENSG00000086205",TRUE
"ENSG00000086232",TRUE
"ENSG00000086288",FALSE
"ENSG00000086289",TRUE
"ENSG00000086300",TRUE
"ENSG00000086475",TRUE
"ENSG00000086504",TRUE
"ENSG00000086506",FALSE
"ENSG00000086544",TRUE
"ENSG00000086548",TRUE
"ENSG00000086570",TRUE
"ENSG00000086589",TRUE
"ENSG00000086598",TRUE
"ENSG00000086619",TRUE
"ENSG00000086666",TRUE
"ENSG00000086696",TRUE
"ENSG00000086712",TRUE
"ENSG00000086717",TRUE
"ENSG00000086730",TRUE
"ENSG00000086758",TRUE
"ENSG00000086827",TRUE
"ENSG00000086848",TRUE
"ENSG00000086967",FALSE
"ENSG00000086991",TRUE
"ENSG00000087008",TRUE
"ENSG00000087053",TRUE
"ENSG00000087074",TRUE
"ENSG00000087076",TRUE
"ENSG00000087077",TRUE
"ENSG00000087085",TRUE
"ENSG00000087086",TRUE
"ENSG00000087087",TRUE
"ENSG00000087088",TRUE
"ENSG00000087095",TRUE
"ENSG00000087111",TRUE
"ENSG00000087116",TRUE
"ENSG00000087128",FALSE
"ENSG00000087152",TRUE
"ENSG00000087157",TRUE
"ENSG00000087191",TRUE
"ENSG00000087206",TRUE
"ENSG00000087237",TRUE
"ENSG00000087245",TRUE
"ENSG00000087250",FALSE
"ENSG00000087253",TRUE
"ENSG00000087258",TRUE
"ENSG00000087263",TRUE
"ENSG00000087266",TRUE
"ENSG00000087269",TRUE
"ENSG00000087274",TRUE
"ENSG00000087299",TRUE
"ENSG00000087301",TRUE
"ENSG00000087302",TRUE
"ENSG00000087303",TRUE
"ENSG00000087338",TRUE
"ENSG00000087365",TRUE
"ENSG00000087448",TRUE
"ENSG00000087460",TRUE
"ENSG00000087470",TRUE
"ENSG00000087494",TRUE
"ENSG00000087495",FALSE
"ENSG00000087502",TRUE
"ENSG00000087510",TRUE
"ENSG00000087586",TRUE
"ENSG00000087589",TRUE
"ENSG00000087842",TRUE
"ENSG00000087884",TRUE
"ENSG00000087903",TRUE
"ENSG00000087995",TRUE
"ENSG00000088002",TRUE
"ENSG00000088035",TRUE
"ENSG00000088038",TRUE
"ENSG00000088053",FALSE
"ENSG00000088179",TRUE
"ENSG00000088205",TRUE
"ENSG00000088247",TRUE
"ENSG00000088256",TRUE
"ENSG00000088280",TRUE
"ENSG00000088298",TRUE
"ENSG00000088305",TRUE
"ENSG00000088320",TRUE
"ENSG00000088325",TRUE
"ENSG00000088340",TRUE
"ENSG00000088356",TRUE
"ENSG00000088367",TRUE
"ENSG00000088386",FALSE
"ENSG00000088387",TRUE
"ENSG00000088448",TRUE
"ENSG00000088451",TRUE
"ENSG00000088538",TRUE
"ENSG00000088543",TRUE
"ENSG00000088682",TRUE
"ENSG00000088726",TRUE
"ENSG00000088727",TRUE
"ENSG00000088756",TRUE
"ENSG00000088766",TRUE
"ENSG00000088782",FALSE
"ENSG00000088808",TRUE
"ENSG00000088812",TRUE
"ENSG00000088826",TRUE
"ENSG00000088827",TRUE
"ENSG00000088832",TRUE
"ENSG00000088833",TRUE
"ENSG00000088836",TRUE
"ENSG00000088854",TRUE
"ENSG00000088876",TRUE
"ENSG00000088881",TRUE
"ENSG00000088882",TRUE
"ENSG00000088888",TRUE
"ENSG00000088899",TRUE
"ENSG00000088926",FALSE
"ENSG00000088930",TRUE
"ENSG00000088970",TRUE
"ENSG00000088986",TRUE
"ENSG00000088992",TRUE
"ENSG00000089006",TRUE
"ENSG00000089009",TRUE
"ENSG00000089012",TRUE
"ENSG00000089022",TRUE
"ENSG00000089041",TRUE
"ENSG00000089048",TRUE
"ENSG00000089050",TRUE
"ENSG00000089053",TRUE
"ENSG00000089057",TRUE
"ENSG00000089060",TRUE
"ENSG00000089063",TRUE
"ENSG00000089091",TRUE
"ENSG00000089094",TRUE
"ENSG00000089101",TRUE
"ENSG00000089116",FALSE
"ENSG00000089123",TRUE
"ENSG00000089127",TRUE
"ENSG00000089154",TRUE
"ENSG00000089157",TRUE
"ENSG00000089159",TRUE
"ENSG00000089163",TRUE
"ENSG00000089169",FALSE
"ENSG00000089177",TRUE
"ENSG00000089195",TRUE
"ENSG00000089199",FALSE
"ENSG00000089220",TRUE
"ENSG00000089225",TRUE
"ENSG00000089234",TRUE
"ENSG00000089248",TRUE
"ENSG00000089250",FALSE
"ENSG00000089280",TRUE
"ENSG00000089289",TRUE
"ENSG00000089327",TRUE
"ENSG00000089335",TRUE
"ENSG00000089351",TRUE
"ENSG00000089356",TRUE
"ENSG00000089472",TRUE
"ENSG00000089486",TRUE
"ENSG00000089505",FALSE
"ENSG00000089558",FALSE
"ENSG00000089597",TRUE
"ENSG00000089639",TRUE
"ENSG00000089682",TRUE
"ENSG00000089685",TRUE
"ENSG00000089692",TRUE
"ENSG00000089693",TRUE
"ENSG00000089723",TRUE
"ENSG00000089737",TRUE
"ENSG00000089775",TRUE
"ENSG00000089818",TRUE
"ENSG00000089820",TRUE
"ENSG00000089847",TRUE
"ENSG00000089876",TRUE
"ENSG00000089902",TRUE
"ENSG00000089916",TRUE
"ENSG00000090006",TRUE
"ENSG00000090013",TRUE
"ENSG00000090020",TRUE
"ENSG00000090054",TRUE
"ENSG00000090060",TRUE
